alpha,unexpectedness,relevance,serendipity,crowding_distance,is_knee
0.0,0.9555254639494418,3.081874199914932,0.6669290517389574,inf,False
0.0,0.9555254639494418,3.081874199914932,0.6669290517389574,0.05397798416112549,False
0.057476551857129465,0.9579142037109868,3.081468042271273,0.6674981466797335,0.10880993224957206,False
0.1109555938183382,0.9603252112562402,3.0805258966871762,0.6678415630116035,0.10885554124572532,False
0.16049902718755238,0.9626928121186619,3.0793294182755635,0.667924916758293,0.10852500119392258,False
0.2062321903195083,0.9650527449862921,3.0771464233255545,0.6679024493576884,0.10780162195553182,False
0.24847681073556094,0.9673429120654444,3.0744059020907843,0.6678536771262977,0.10602750077652785,False
0.2882037666536748,0.9695915683769624,3.071118536725789,0.6675649905012915,0.10560528440561659,False
0.3271843358795455,0.9718266349153737,3.067138919516607,0.6671038100169792,0.10599058578965043,False
0.36533084720011855,0.9740512183488473,3.0624457685014317,0.6664753640365206,0.10494770343470985,False
0.40127450168995754,0.9761994478872527,3.057086076609124,0.6656681450982749,0.10441372000416996,False
0.4361449835058371,0.978354611897185,3.05083493267319,0.6646556243703763,0.10574327173922718,False
0.47077248182698284,0.9805104806445699,3.043718664904109,0.6634372566213004,0.10388318183559954,False
0.5049067547787809,0.9825369306572981,3.0358987275689477,0.662058156971746,0.10193814518101538,False
0.540279133141391,0.9845502302900548,3.026869898766571,0.6603930341889204,0.10179550761562768,False
0.5756282110734058,0.9865064933678993,3.016872041679742,0.6584779489800263,0.10211927832264377,False
0.6125404283610507,0.9884641463251038,3.005453685510143,0.6562514984316702,0.09959638188794451,False
0.6482693827011334,0.9902511575509446,2.9935097442593794,0.6539160633542801,0.09635794106474642,False
0.685713209134334,0.9919980605977294,2.979815270294069,0.6512157397066791,0.09733707336556163,False
0.7248444182764543,0.9937014182546873,2.9635320812575174,0.6479630481385189,0.10081335768775634,False
0.7666039374024249,0.9954340000699164,2.944074890676612,0.6440896617015632,0.1049321360027598,False
0.8082622843150985,0.997212107007002,2.9240927161989565,0.6401478097986466,0.10325772740850808,False
0.8505233681192184,0.998448909484429,2.8902631075160667,0.6333284293329867,0.10637914811559782,True
0.8756553291822039,0.9988588128528947,2.8188708411810484,0.6139771625902937,0.11315040691068638,False
0.890428165892976,0.9990829045836876,2.740220790909581,0.5911680059941763,0.11323461378456355,False
0.902164686653346,0.9992492382674176,2.6603917339634138,0.5676578368060262,0.11662194207228445,False
0.9130422866278407,0.9993925436178818,2.573846565920703,0.5419770421710983,0.1217901956324613,False
0.9230257807236707,0.9995136938342886,2.4846349399053844,0.5153854609348816,0.12224062402438295,False
0.9321122034983526,0.9996144195445534,2.395953844606858,0.48887779006219567,0.11801716054628006,False
0.9401728866742882,0.9996955115253486,2.311783466458307,0.46367417808142486,0.11469941685778619,False
0.9478600742237983,0.999765084112284,2.227073259323239,0.4382805018917416,0.11197838175994729,False
0.9548826846756677,0.9998216078846767,2.1461930867157,0.414017978779608,0.11245155785291538,False
0.9620803654958592,0.9998721798354405,2.060116804008887,0.3881862829840784,0.11367699481580791,False
0.9688219502430215,0.9999124451029624,1.9768227804492908,0.3631852631190946,0.10822250446337221,False
0.9750063970518448,0.999943060389572,1.8983411782413175,0.3396292064435772,0.10799273258031514,False
0.9814333187237867,0.9999681918897642,1.8148794943168731,0.31458280776330705,0.11197947534309186,False
0.9878420526116732,0.9999861954134966,1.7299190314379271,0.2890949416553427,0.1112649292128685,False
0.993985083032947,0.999996582407814,1.6470384587098064,0.2642423555006516,0.10921621586887433,False
1.0,1.0,1.564688695721626,0.23956293506545312,0.05435482283082245,False
1.0,1.0,1.564688695721626,0.23956293506545312,inf,False
