mean_serendipity,mean_relevance,mean_alpha,std_alpha
0.4203346829916202,2.911010529823495,0.16435913496205254,0.22161914606907496
0.4204069271500462,2.9013082263804497,0.1679504233008819,0.2269448810052789
0.42041607637580103,2.8986691553144612,0.16927052047543442,0.22773469536052637
0.4208654271659669,2.8963432405043488,0.17547080611557123,0.23004173642935863
0.42235993379552367,2.894665752359186,0.17527718282175256,0.2256177551385586
0.4238159789908383,2.894227000925039,0.17721998017734905,0.22093661720191882
0.4238320646730565,2.8830872682880355,0.18394284727690183,0.22650252919791758
0.4242412478022044,2.8806199310833747,0.1874202295283691,0.22608282306289787
0.42455143845862425,2.8780076790809597,0.18771444661070238,0.2261517235082738
0.42461819782825155,2.8634462320528717,0.19588355058499762,0.2326305486196088
